Distribuidor ;Area;Articulo;Descripcion;Cantidad;Capacidad;Linea;Rubro
NEUQUEN S.R.L;Atlantico y Cordillera;300060459;Doritos Queso 77gx17 Exp Arg;26;2002,00;Gold ;Salty
NEUQUEN S.R.L;Atlantico y Cordillera;300047036;Maniax Mani Japones Sal 110gx36;14;1,54;Gold ;Salty
NEUQUEN S.R.L;Atlantico y Cordillera;300047496;Maniax Mani Japones Jamon 110gx36;8;0,88;Gold ;Salty
NEUQUEN S.R.L;Atlantico y Cordillera;300059753;Doritos Dinamita Fh 70gx64x1 Ex Arg;6;0,42;Gold ;Salty
NEUQUEN S.R.L;Atlantico y Cordillera;300060232;Lays Cheddar 77gx28;3;231,00;Gold ;Salty
NEUQUEN S.R.L;Atlantico y Cordillera;300059545;Doritos Queso 40gx70x1;6483;259,32;Platinum ;Salty
NEUQUEN S.R.L;Atlantico y Cordillera;300059432;Lays Clasicas 40gx68x1;5531;221,24;Platinum ;Salty
NEUQUEN S.R.L;Atlantico y Cordillera;300062698;Doritos Dinamita Fh 33gx110x1;5356;176748,00;Platinum ;Salty
NEUQUEN S.R.L;Atlantico y Cordillera;300052757;Pep Rueditas 74grx36;3288;243312,00;Platinum ;Salty
NEUQUEN S.R.L;Atlantico y Cordillera;300058395;3d Queso 43gx75x1;3074;132182,00;Platinum ;Salty
NEUQUEN S.R.L;Atlantico y Cordillera;300059433;Cheetos Queso 43gx70x1;3041;130763,00;Platinum ;Salty
NEUQUEN S.R.L;Atlantico y Cordillera;300059801;Lays Ondas Fh 30gx72;2218;66,54;Platinum ;Salty
NEUQUEN S.R.L;Atlantico y Cordillera;300052820;Pep Comun 84grx36;2023;169932,00;Platinum ;Salty
NEUQUEN S.R.L;Atlantico y Cordillera;300058721;Pep Ramitas Queso 84gx36;0;94332,00;Platinum ;Salty
NEUQUEN S.R.L;Atlantico y Cordillera;300061011;Cheetos Queso Crema 43gx66;818;35174,00;Platinum ;Salty
NEUQUEN S.R.L;Atlantico y Cordillera;300033489;Pep Rueditas 40gx60 Pi;418;16,72;Platinum ;Salty
NEUQUEN S.R.L;Atlantico y Cordillera;300051988;Lays Clasicas 20grx76;364;7,28;Platinum ;Salty
NEUQUEN S.R.L;Atlantico y Cordillera;300059430;Lays Qso Y Cebolla 34gx72;3284940;6528,00;Platinum ;Salty
NEUQUEN S.R.L;Atlantico y Cordillera;300059431;Lays Jamon Serrano 34gx72;171;5814,00;Platinum ;Salty
NEUQUEN S.R.L;Atlantico y Cordillera;300052023;3d Mega Queso Pc Dts 23grx120;130;2,99;Platinum ;Salty
NEUQUEN S.R.L;Atlantico y Cordillera;300033488;Pep Comun 40gx60 Pi;130;5,20;Platinum ;Salty
NEUQUEN S.R.L;Atlantico y Cordillera;300059547;Doritos Queso 40gx58x1 Ch;101;4,04;Platinum ;Salty
NEUQUEN S.R.L;Atlantico y Cordillera;300050336;Cheetos 23grx108;79;1817,00;Platinum ;Salty
NEUQUEN S.R.L;Atlantico y Cordillera;300058740;Pep Ramitas Queso 40gx60;63;2,52;Platinum ;Salty
NEUQUEN S.R.L;Atlantico y Cordillera;300062045;Lays Provoleta 34gx72x1;50;1,70;Platinum ;Salty
NEUQUEN S.R.L;Atlantico y Cordillera;300062122;Lays Mostaza 34gx72x1;17;578,00;Platinum ;Salty
NEUQUEN S.R.L;Atlantico y Cordillera;300060354;Lays Ketchup 34gx72x1;11;374,00;Platinum ;Salty
NEUQUEN S.R.L;Atlantico y Cordillera;300059867;Doritos Dinamita Fh 33gx40x1 Ex Arg;0;0,33;Platinum ;Salty
NEUQUEN S.R.L;Atlantico y Cordillera;300060190;Doritos Queso 129gx19;8500;1096,50;Silver ;Salty
NEUQUEN S.R.L;Atlantico y Cordillera;300060193;Lays Clasicas 134gx19x1;7651;1025234,00;Silver ;Salty
NEUQUEN S.R.L;Atlantico y Cordillera;300052656;Pehuamar Paliqueso 90gx36;3516;316,44;Silver ;Salty
NEUQUEN S.R.L;Atlantico y Cordillera;300052790;Pehuamar Palisal 90gx36;3370;303,30;Silver ;Salty
NEUQUEN S.R.L;Atlantico y Cordillera;300058397;3d Queso 143gx18x1;3044;435292,00;Silver ;Salty
NEUQUEN S.R.L;Atlantico y Cordillera;300052667;Pehuamar Acanalada 80gx25;3005;240,40;Silver ;Salty
NEUQUEN S.R.L;Atlantico y Cordillera;300060094;Pehuamar Paliqueso 165gx21x1;3284940;473385,00;Silver ;Salty
NEUQUEN S.R.L;Atlantico y Cordillera;300060662;Cheetos Queso 140gx18x1;2666;373,24;Silver ;Salty
NEUQUEN S.R.L;Atlantico y Cordillera;300060092;Pehuamar Palisal 165gx21x1;2533;417945,00;Silver ;Salty
NEUQUEN S.R.L;Atlantico y Cordillera;300060198;Pehuamar Papa Lisa 75gx28x1;2325;174375,00;Silver ;Salty
NEUQUEN S.R.L;Atlantico y Cordillera;300060097;Pehuamar Papa Acana 135gx19;2109;284715,00;Silver ;Salty
NEUQUEN S.R.L;Atlantico y Cordillera;300060196;Pehuamar Papa Lisa 135gx19x1;2103;283905,00;Silver ;Salty
NEUQUEN S.R.L;Atlantico y Cordillera;300052758;Pehuamar Maicitos 125gx16;1951;243875,00;Silver ;Salty
NEUQUEN S.R.L;Atlantico y Cordillera;300060194;Lays Clasicas 230gx14x1;0;253,69;Silver ;Salty
NEUQUEN S.R.L;Atlantico y Cordillera;300060191;Doritos Queso 200gx14;826;165,20;Silver ;Salty
NEUQUEN S.R.L;Atlantico y Cordillera;300054910;Doritos Queso 220gx14;669;147,18;Silver ;Salty
NEUQUEN S.R.L;Atlantico y Cordillera;300060080;Lays Jamon Serrano 122gx19;507;61854,00;Silver ;Salty
NEUQUEN S.R.L;Atlantico y Cordillera;300061022;Mani Pelado 320gx17x1;419;134,08;Silver ;Salty
NEUQUEN S.R.L;Atlantico y Cordillera;300060663;Cheetos Queso 229gx12x1;372;85188,00;Silver ;Salty
NEUQUEN S.R.L;Atlantico y Cordillera;300060199;Tostitos 129gx19;250;32,25;Silver ;Salty
NEUQUEN S.R.L;Atlantico y Cordillera;300060231;Lays Clasicas 330gx9;244;80,52;Silver ;Salty
NEUQUEN S.R.L;Atlantico y Cordillera;300060200;Tostitos 200gx14;121;24,20;Silver ;Salty
NEUQUEN S.R.L;Atlantico y Cordillera;300060680;Doritos Queso 129gx17 Exp Arg;10;1,29;Silver ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300058444;Quaker Avena Instant 18x280g Arg;977;273,56;Silver ;Cereals
DISTRIBUIDORA CATAMARCA S. A.;NOA;300051955;Quaker Avena Tradic 18x280g;659;184,52;Silver ;Cereals
DISTRIBUIDORA CATAMARCA S. A.;NOA;300051958;Quaker Avena Extra Fina 18x470g;176;82,72;Silver ;Cereals
DISTRIBUIDORA CATAMARCA S. A.;NOA;300030737;Quaker Barra Frutilla Con Crema 180gx20;122;3,66;Silver ;Cereals
DISTRIBUIDORA CATAMARCA S. A.;NOA;300058446;Quaker Avena Tradic 18x550g Arg;94;51,70;Silver ;Cereals
DISTRIBUIDORA CATAMARCA S. A.;NOA;300058445;Quaker Avena Instant 18x500g Arg;92;46,00;Silver ;Cereals
DISTRIBUIDORA CATAMARCA S. A.;NOA;300030738;Quaker Barras Mousse De Choco 156gx20;58;1508,00;Silver ;Cereals
DISTRIBUIDORA CATAMARCA S. A.;NOA;300030736;Quaker Barra Chispas De Choco 156gx20;12;312,00;Silver ;Cereals
DISTRIBUIDORA CATAMARCA S. A.;NOA;300063098;Twistos Minit Jamon 95gx30x1;1515;143925,00;Gold ;Crakers
DISTRIBUIDORA CATAMARCA S. A.;NOA;300063097;Twist0s Minit Qu3s0 95gx30x1;629;59755,00;Gold ;Crakers
DISTRIBUIDORA CATAMARCA S. A.;NOA;300052698;Twistos Minit Jamon 40gx84;837;33,48;Platinum ;Crakers
DISTRIBUIDORA CATAMARCA S. A.;NOA;300052696;Twistos Minit Queso 40gx84;565;22,60;Platinum ;Crakers
DISTRIBUIDORA CATAMARCA S. A.;NOA;300063264;Twistos Minit Jamon 40gx112x1;39;1,56;Platinum ;Crakers
DISTRIBUIDORA CATAMARCA S. A.;NOA;300063263;Twistos Minit Queso 40gx112x1;29;1,16;Platinum ;Crakers
DISTRIBUIDORA CATAMARCA S. A.;NOA;300052697;Twist0s Minit Jam0n 155gx20;65;10075,00;Silver ;Crakers
DISTRIBUIDORA CATAMARCA S. A.;NOA;300052694;Twistos Minit Queso 155gx20;29;4495,00;Silver ;Crakers
DISTRIBUIDORA CATAMARCA S. A.;NOA;300060197;Pehuamar Papa Lisa 230gx14x1;22;5,06;Bronze ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300060095;Pehuamar Papa Lisa 485gx9;21;10185,00;Bronze ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300060096;Pehuamar Acanalada 485x9;20;9,70;Bronze ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300062973;Pehuamaráacanaladaá230gx14x1;16;3,68;Bronze ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300060195;Lays Clasicas 85gx25x1;11490;976,65;Gold ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300060192;Doritos Queso 77gx26;6725;517825,00;Gold ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300062697;Doritos Dinamita Fh 70gx44x1;3165;221,55;Gold ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300059811;Lays Ondas Fh 70gx28;3072;215,04;Gold ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300060661;3d Queso 85gx27x1;2921;248285,00;Gold ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300060099;Lays Ketchup 77gx28x1;2627;202279,00;Gold ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300060230;Lays Jamon Serrano 77gx28;2046;157542,00;Gold ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300063271;Maniásalápeladoá75gx64x1;1649;123675,00;Gold ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300060098;Lays Queso Y Cebolla 77gx28;1509;116193,00;Gold ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300062585;Lays Mostaza 77gx28;1267;97559,00;Gold ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300062584;Lays Pr0v0l3ta 77gx28x1;1216;93632,00;Gold ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300061010;Cheetos Queso Crema 85gx24;809;68765,00;Gold ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300060664;Cheetos Queso 85gx24x1;596;50,66;Gold ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300061023;Mani Pelado 135gx40x1;323;43605,00;Gold ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300061021;Maniax Jap0n3s Jam0n 95gx40x1;318;30,21;Gold ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300060201;Tostitos 77gx26;263;20251,00;Gold ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300052622;Mani Pelado 85gx58;249;21165,00;Gold ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300053043;Maniax Aji Y Lim0n 110gx56;192;21,12;Gold ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300061020;Maniax Japones Sal 95gx40x1;149;14155,00;Gold ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300061030;Mani Sal Con Piel 75gx64x1;120;9,00;Gold ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300052756;Pep Rueditas 120grx21;98;11,76;Gold ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300058720;Pep Ramitas Queso 120gx21;86;10,32;Gold ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300060869;Maniax Sal Y Limon 95gx60x1;72;6,84;Gold ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300052821;Pep Comun 120grx21;71;8,52;Gold ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300052643;Mani Con Piel 150gx30;0;1,65;Gold ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300059432;Lays Clasicas 40gx68x1;0;461,16;Platinum ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300059545;Doritos Queso 40gx70x1;8608;344,32;Platinum ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300051988;Lays Clasicas 20grx76;4952;99,04;Platinum ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300058395;3d Queso 43gx75x1;3340;143,62;Platinum ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300059433;Cheetos Queso 43gx70x1;3130;134,59;Platinum ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300062698;D0rit0s Dinamita Fh 33gx110x1;2875;94875,00;Platinum ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300059801;Lays Ondas Fh 30gx72;1682;50,46;Platinum ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300050336;Cheetos 23grx108;1292;29716,00;Platinum ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300052023;3d Mega Queso Pc Dts 23grx120;999;22977,00;Platinum ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300061011;Cheetos Queso Crema 43gx66;703;30229,00;Platinum ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300033489;Pep Rueditas 40gx60 Pi;460;18,40;Platinum ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300059431;Lays Jamon Serrano 34gx72;419;14246,00;Platinum ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300058721;Pep Ramitas Queso 84gx36;252;21168,00;Platinum ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300060354;Lays Ketchup 34gx72x1;230;7,82;Platinum ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300033488;Pep Comun 40gx60 Pi;217;8,68;Platinum ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300058740;Pep Ramitas Queso 40gx60;203;8,12;Platinum ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300052820;Pep Comun 84grx36;202;16968,00;Platinum ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300059430;Lays Qso Y Cebolla 34gx72;138;4692,00;Platinum ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300052757;Pep Rueditas 74grx36;116;8584,00;Platinum ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300062045;Lays Provoleta 34gx72x1;87;2958,00;Platinum ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300062122;Lays Mostaza 34gx72x1;70;2,38;Platinum ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300060193;Lays Clasicas 134gx19x1;3236;433624,00;Silver ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300060190;Doritos Queso 129gx19;1505;194145,00;Silver ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300060194;Lays Clasicas 230gx14x1;945;217,35;Silver ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300058397;3d Queso 143gx18x1;516;73788,00;Silver ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300060662;Cheetos Queso 140gx18x1;387;54,18;Silver ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300052790;Pehuamar Palisal 90gx36;190;17,10;Silver ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300052667;Pehuamar Acanalada 80gx25;140;11,20;Silver ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300052656;Pehuamar Paliqueso 90gx36;91;8,19;Silver ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300060198;P3huamar Papa Lisa 75gx28x1;86;6,45;Silver ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300060199;Tostitos 129gx19;83;10707,00;Silver ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300060191;Doritos Queso 200gx14;56;11,20;Silver ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300060080;Lays Jamon Serrano 122gx19;53;6466,00;Silver ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300060097;Pehuamar Papa Acana 135gx19;30;4,05;Silver ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300060196;Pehuamar Papa Lisa 135gx19x1;30;4,05;Silver ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300060231;Lays Clasicas 330gx9;25;8,25;Silver ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300052758;Pehuamar Maicitos 125gx16;0;2,25;Silver ;Salty
LEGOS S.R.L;GBA Norte;300062584;Lays Provoleta 77gx28x1;2180;167,86;Gold ;Salty
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300060092;Pehuamar Palisal 165gx21x1;9;1485,00;Silver ;Salty
PREMIUM S.R.L.;GBA Sur;300060190;Doritos Queso 129gx19;10716;1382364,00;Silver ;Salty
BAHIA BLANCA S.R.L.;Costa y La Pampa;300060191;Doritos Queso 200gx14;52;10,40;Silver ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300060869;Maniax Sal Y Limon 95gx60x1;321;30495,00;Gold ;Salty
NEUQUEN S.R.L;Atlantico y Cordillera;300061021;Maniax Japones Jamon 95gx40x1;1064;101,08;Gold ;Salty
BAHIA BLANCA S.R.L.;Costa y La Pampa;300052820;Pep Comun 84grx36;1241;104244,00;Platinum ;Salty
USHUAIA S.R.L.;Atlantico y Cordillera;300058397;3d Queso 143gx18x1;1150;164,45;Silver ;Salty
BRINDARSE S.A. ;NOA;300058445;Quaker Avena Instant 18x500g Arg;173;86,50;Silver ;Cereals
PRIMEROS PRODUCTOS S.A.;GBA Sur;300060080;Lays Jamon Serrano 122gx19 (19);350;42,70; Silver ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300052694;Twistos Minit Queso 155gx20;326;50,53;Silver ;Crakers
BRINDARSE S.A. ;NOA;300060096;Pehuamar Acanalada 485x9;300;145,50;Bronze ;Salty
PREMIUM S.R.L.;GBA Sur;300060201;Tostitos 77gx26;1540;118,58;Gold ;Salty
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300052696;Twistos Minit Queso 40gx84;3284940;66,24;Platinum ;Crakers
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300060662;Cheetos Queso 140gx18x1;1101;154,14;Silver ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300030737;Quak3r Barra Frutilla C0n Cr3ma 180gx20;451;13,53;Silver ;Cereals
BARASI HNOS SA;Centro y Cuyo;300052790;Pehuamar Palisal 90gx36;507;45,63;Silver ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300060196;Doritos Queso 220gx14;3284940;73035,00;Silver ;Salty
BARASI HNOS SA;Centro y Cuyo;300058395;3d Queso 43gx75x1;3284940;507099,00;Platinum ;Salty
BARASI HNOS SA;Centro y Cuyo;300058721;Pep Ramitas Queso 84gx36;737;61908,00;Platinum ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300063098;Twistos Minit Jamon 95gx30x1;8811;837045,00;Gold ;Crakers
TOTAL  CENTRO S.R.L.;NEA y Litoral;300061030;Mani Con Piel 150gx30;132;9,90;Gold ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300058394;3d Queso 92gx27x1;2;184,00;Gold ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300061022;Mani Pelado 320gx17x1;345;110,40;Silver ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300058445;Quaker Avena Instant 18x500g Arg;126;63,00;Silver ;Cereals
PRIMEROS PRODUCTOS S.A.;GBA Sur;300062584;Lays Provoleta 77gx28x1 (28);3173;244321,00;Gold ;Salty
PREMIUM S.R.L.;GBA Sur;300052628;Quaker Cereales Honey Graham 9x190g;185;35,15;Silver ;Cereals
BRINDARSE S.A. ;NOA;300058720;Pep Ramitas Queso 120gx21;158;18,96; Gold ;Salty
USHUAIA S.R.L.;Atlantico y Cordillera;300059433;Cheetos Queso 43gx70x1;1453;62479,00;Platinum ;Salty
LOGISTICAS S.R.L.;Atlantico y Cordillera;300061030;Mani Sal Con Piel 75gx64x1;184;13,80;Gold ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300052023;3d Mega Queso Pc Dts 23grx120;999;22977,00;Platinum ;Salty
CHABS S. R. L.;Centro y Cuyo;300054910;Doritos Queso 220gx14;45;9,90;Silver ;Salty
BRINDARSE S.A. ;NOA;300060194;Lays Clasicas 230gx14x1;2128;489,44;Silver ;Salty
BACOSHOPERS SRL;GBA Sur;300060195;Lays Clasicas 85gx25x1;4195;356575,00;Gold ;Salty
BACOSHOPERS SRL;GBA Sur;300059433;Cheetos Queso 43gx70x1;2046;87978,00;Platinum ;Salty
BAHIA BLANCA S.R.L.;Costa y La Pampa;300060195;Lays Clasicas 85gx25x1;13957;1186345,00;Gold ;Salty
LERVO S. A.;GBA Norte;300052757;Pep Rueditas 74grx36;9450;699,30;Platinum ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300060193;Lays Clasicas 134gx19x1;1618;216812,00;Silver ;Salty
BRINDARSE S.A. ;NOA;300061030;Mani Sal C0n Pi3l 75gx64x1;432;32,40; Gold ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300052643;Mani Con Piel 150gx30;196;29,40;Gold ;Salty
ELECTRON SRL;Costa y La Pampa;300052757;Pep Rueditas 74grx36;873;64602,00;Platinum ;Salty
LERVO S. A.;GBA Norte;300058445;Quaker Avena Instant 18x500g Arg;606;303,00;Silver ;Cereals
TOTAL  CENTRO S.R.L.;NEA y Litoral;300058740;Lays Ketchup 34gx72x1;113;4,52;Platinum ;Salty
PRIMEROS PRODUCTOS S.A.;GBA Sur;300060096;Pehuamar Acanalada 485x9 (9);3152;1528,72;Bronze ;Salty
PRIMEROS PRODUCTOS S.A.;GBA Sur;300062045;Lays Provoleta 34gx72x1 (72);669;22746,00;Platinum ;Salty
PREMIUM S.R.L.;GBA Sur;300060192;Doritos Queso 77gx26;34520;2658,04;Gold ;Salty
NEUQUEN S.R.L;Atlantico y Cordillera;300061010;Ch33t0s Qu3s0 Cr3ma 85gx24;2228;189,38;Gold ;Salty
LOGISTICAS S.R.L.;Atlantico y Cordillera;300060197;Pehuamar Papa Lisa 230gx14x1;0;29,67;Bronze ;Salty
DISTRIBUIDORA NORTE S.R.L.;NEA y Litoral;300060661;3d Queso 85gx27x1;1863;158355,00; Gold ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300030737;Quaker Barra Frutilla Con Crema 180gx20;122;3,66;Silver ;Cereals
BAHIA BLANCA S.R.L.;Costa y La Pampa;300062972;Pehuamarámaicitosá265gx10x1;2131;564715,00;Bronze ;Salty
LEGOS S.R.L;GBA Norte;300058397;3d Queso 143gx18x1;1036;148148,00;Silver ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300060199;Tostitos 129gx19;83;10707,00;Silver ;Salty
BRINDARSE S.A. ;NOA;300059432;Lays Clasicas 40gx68x1;28489;1139,56;Platinum ;Salty
BARASI HNOS SA;Centro y Cuyo;300052667;Pehuamar Acanalada 80gx25;3839;307,12;Silver ;Salty
PREMIUM S.R.L.;GBA Sur;300063263;Twistos Minit Queso 40gx112x1;3796;151,84;Platinum ;Crakers
ELECTRON SRL;Costa y La Pampa;300051955;Quaker Avena Tradic 18x280g;427;119,56;Silver ;Cereals
LEGOS S.R.L;GBA Norte;300060096;Pehuamar Acanalada 485x9;1248;605,28;Bronze ;Salty
DISTRIBUIDORA NORTE S.R.L.;NEA y Litoral;300059433;Cheetos Queso 43gx70x1;2113;90859,00;Platinum ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300060354;Doritos Queso 40gx58x1 Ch;105;3,57;Platinum ;Salty
BRINDARSE S.A. ;NOA;300059431;Lays Jamon Serrano 34gx72;3284940;58344,00;Platinum ;Salty
BACOSHOPERS SRL;GBA Sur;300053043;Maniax Aji Y Limon 110gx56;397;43,67;Gold ;Salty
CHABS S. R. L.;Centro y Cuyo;300060194;Lays Clasicas 230gx14x1;170;39,10;Silver ;Salty
BAHIA BLANCA S.R.L.;Costa y La Pampa;300059801;Lays Ondas Fh 30gx72;1460;43,80;Platinum ;Salty
BARASI HNOS SA;Centro y Cuyo;300060231;Lays Clasicas 330gx9;2;0,66;Silver ;Salty
BARASI HNOS SA;Centro y Cuyo;300061011;Cheetos Queso Crema 43gx66;3844;165292,00;Platinum ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300060869;Maniax Sal Y Limon 95gx60x1;72;6,84;Gold ;Salty
LEGOS S.R.L;GBA Norte;300060197;Pehuamar Papa Lisa 230gx14x1;184;42,32;Bronze ;Salty
BARASI HNOS SA;Centro y Cuyo;300062973;P3huamaráacanaladaá230gx14x1;27;6,21;Bronze ;Salty
DISTRIBUIDORA CATAMARCA S. A.;NOA;300060230;Lays Jamon Serrano 77gx28;2046;157542,00;Gold ;Salty
PREMIUM S.R.L.;GBA Sur;300059431;Lays Jamon Serrano 34gx72;1894;64396,00;Platinum ;Salty
ELECTRON SRL;Costa y La Pampa;300033488;Pep Comun 40gx60 Pi;100;4,00;Platinum ;Salty
USHUAIA S.R.L.;Atlantico y Cordillera;300061021;Maniax Japones Jamon 95gx40x1;776;73,72;Gold ;Salty
BAHIA BLANCA S.R.L.;Costa y La Pampa;300058444;Quaker Avena Instant 18x280g Arg;604;169,12;Silver ;Cereals
LOGISTICAS S.R.L.;Atlantico y Cordillera;300061021;Maniax Japones Jamon 95gx40x1;215;20425,00;Gold ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300052667;Pehuamar Acanalada 80gx25;74;5,92;Silver ;Salty
BAHIA BLANCA S.R.L.;Costa y La Pampa;300052643;Mani Con Piel 150gx30;368;55,20;Gold ;Salty
NEUQUEN S.R.L;Atlantico y Cordillera;300052665;Pehuamar Acanalada 245gx14;345;84525,00;Bronze ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300060662;Cheetos Queso 140gx18x1;475;66,50;Silver ;Salty
LOGISTICAS S.R.L.;Atlantico y Cordillera;300030737;Quak3r Barra Frutilla C0n Cr3ma 180gx20;222;6,66;Silver ;Cereals
PRIMEROS PRODUCTOS S.A.;GBA Sur;300060200;Tostitos 200gx14 (14);21;4,20; Silver ;Salty
LOGISTICAS S.R.L.;Atlantico y Cordillera;300060191;Doritos Queso 200gx14;34;6,80;Silver ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300060231;Lays Clasicas 330gx9;202;66,66;Silver ;Salty
BRINDARSE S.A. ;NOA;300030738;Quaker Barras Mous De Choco 20x156g;178;4628,00;Silver ;Cereals
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300059547;Doritos Queso 40gx58x1 Ch;35;1,40;Platinum ;Salty
