"Distribuidor ","Area","Articulo","Descripcion","Cantidad","Capacidad","Linea","Rubro"
"LERVO S. A.","GBA Norte","300058397","3d Queso 143gx18x1","1962","280566","Silver/Salty","Salty"
"LERVO S. A.","GBA Norte","300060662","Cheetos Queso 140gx18x1","1941","271.74","Silver/Salty","Salty"
"LERVO S. A.","GBA Norte","300060097","Pehuamar Papa Acana 135gx19","","254205","Silver/Salty","Salty"
"LERVO S. A.","GBA Norte","300060196","Pehuamar Papa Lisa 135gx19x1","1169","157815","Silver/Salty","Salty"
"LERVO S. A.","GBA Norte","300052790","Pehuamar Palisal 90gx36","1071","96.39","Silver/Salty","Salty"
"LERVO S. A.","GBA Norte","300052656","Pehuamar Paliqueso 90gx36","703","63.27","Silver/Salty","Salty"
"LERVO S. A.","GBA Norte","300060094","Pehuamar Paliqueso 165gx21x1","580","95.7","Silver/Salty","Salty"
"LERVO S. A.","GBA Norte","300060092","Pehuamar Palisal 165gx21x1","478","78.87","Silver/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300058444","Quaker Avena Instant 18x280g Arg","1847","517.16","Silver/Cereals","Cereals"
"PREMIUM S.R.L.","GBA Sur","300051955","Quaker Avena Tradic 18x280g","576","161.28","Silver/Cereals","Cereals"
"PREMIUM S.R.L.","GBA Sur","300051958","Quaker Avena Extra Fina 18x470g","521","244.87","Silver/Cereals","Cereals"
"PREMIUM S.R.L.","GBA Sur","300030737","Quaker Barra Frutilla Con Crema 180gx20","476","14.28","Silver/Cereals","Cereals"
"PREMIUM S.R.L.","GBA Sur","300030736","Quaker Barra Chispas De Choco 156gx20","260","6.76","Silver/Cereals","Cereals"
"PREMIUM S.R.L.","GBA Sur","300030738","Quaker Barras Mousse De Choco 156gx20","236","6136","Silver/Cereals","Cereals"
"PREMIUM S.R.L.","GBA Sur","300052628","Quaker Cereales Honey Graham 9x190g","185","35.15","Silver/Cereals","Cereals"
"PREMIUM S.R.L.","GBA Sur","300052629","Quaker Cereales Honey Nut Oats 9x190g","106","20.14","Silver/Cereals","Cereals"
"PREMIUM S.R.L.","GBA Sur","300063098","Twistos Minit Jamon 95gx30x1","13136","1247.92","Gold/Crakers","Crakers"
"PREMIUM S.R.L.","GBA Sur","300063097","Twistos Minit Queso 95gx30x1","7663","727985","Gold/Crakers","Crakers"
"PREMIUM S.R.L.","GBA Sur","300052695","Twistos Minit Queso 100gx30","150","15","Gold/Crakers","Crakers"
"PREMIUM S.R.L.","GBA Sur","300052867","Twistos Minit Jamon 100gx30","53","5.3","Gold/Crakers","Crakers"
"PREMIUM S.R.L.","GBA Sur","300063264","Twistos Minit Jamon 40gx112x1","3284940","293.92","Platinum/Crakers","Crakers"
"PREMIUM S.R.L.","GBA Sur","300052698","Twistos Minit Jamon 40gx84","","262.04","Platinum/Crakers","Crakers"
"PREMIUM S.R.L.","GBA Sur","300063263","Twistos Minit Queso 40gx112x1","3796","151.84","Platinum/Crakers","Crakers"
"PREMIUM S.R.L.","GBA Sur","300052697","Twistos Minit Jamon 155gx20","","31.93","Silver/Crakers","Crakers"
"PREMIUM S.R.L.","GBA Sur","300052694","Twistos Minit Queso 155gx20","152","23.56","Silver/Crakers","Crakers"
"PREMIUM S.R.L.","GBA Sur","300062972","Pehuamar maicitos 265gx10x1","","972285","Bronze/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300060095","Pehuamar Papa Lisa 485gx9","3132","1519.02","Bronze/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300060096","Pehuamar Acanalada 485x9","1483","719255","Bronze/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300060091","Pehuamar Palisal 620gx6x1","428","265.36","Bronze/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300060093","Pehuamar Paliqueso 620gx6x1","86","53.32","Bronze/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300060234","Pehuamar Maicitos 260gx10x1","6","1.56","Bronze/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300060195","Lays Clasicas 85gx25x1","35799","3042915","Gold/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300060192","Doritos Queso 77gx26","34520","2658.04","Gold/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300062697","Doritos Dinamita Fh 70gx44x1","21858","1530.06","Gold/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300060230","Lays Jamon Serrano 77gx28","16908","1301916","Gold/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300060664","Cheetos Queso 85gx24x1","15437","1312145","Gold/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300060661","3d Queso 85gx27x1","14768","1255.28","Gold/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300060098","Lays Queso Y Cebolla 77gx28","","929544","Gold/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300059811","Lays Ondas Fh 70gx28","10986","769.02","Gold/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300052756","Pep Rueditas 120grx21","8072","969.36","Gold/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300061010","Cheetos Queso Crema 85gx24","5530","470.05","Gold/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300062584","Lays Provoleta 77gx28x1","4901","377377","Gold/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300063271","Mani sal pelado 75gx64x1","4786","358.95","Gold/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300061023","Mani Pelado 135gx40x1","4309","581715","Gold/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300060099","Lays Ketchup 77gx28x1","4123","317471","Gold/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300062585","Lays Mostaza 77gx28","3416","263032","Gold/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300052622","Mani Pelado 85gx58","3070","260.95","Gold/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300052821","Pep Comun 120grx21","2140","256.8","Gold/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300061021","Maniax Japones Jamon 95gx40x1","","182.97","Gold/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300061020","Maniax Japones Sal 95gx40x1","1705","161975","Gold/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300060201","Tostitos 77gx26","1540","118.58","Gold/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300061030","Mani Sal C0n Pi3l 75gx64x1","954","71.55","Gold/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300058720","Pep Ramitas Queso 120gx21","908","108.96","Gold/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300052643","Mani Con Piel 150gx30","710","106.5","Gold/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300053043","Maniax Aji Y Limon 110gx56","207","22.77","Gold/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300059753","Doritos Dinamita Fh 70gx64x1 Ex Arg","71","4.97","Gold/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300060869","Maniax Sal Y Limon 95gx60x1","28","2.66","Gold/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300052641","Mani Pelado 150gx30","3","0.45","Gold/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300047036","Maniax Mani Japones Sal 110gx36","3284940","0","Gold/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300052892","Cheetos Queso 94x24","-1","-0.094","Gold/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300060352","Lays Mayonesa 77gx28x1","-33","-2541","Gold/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300060232","Lays Cheddar 77gx28","","-5005","Gold/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300059545","Doritos Queso 40gx70x1","41883","1675.32","Platinum/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300059432","Lays Clasicas 40gx68x1","38611","1544.44","Platinum/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300058395","3d Queso 43gx75x1","19306","830158","Platinum/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300059433","Cheetos Queso 43gx70x1","18600","799.8","Platinum/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300062698","Doritos Dinamita Fh 33gx110x1","16973","560109","Platinum/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300052757","Pep Rueditas 74grx36","14314","1059236","Platinum/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300033489","Pep Rueditas 40gx60 Pi","","530.92","Platinum/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300051988","Lays Clasicas 20grx76","9382","187.64","Platinum/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300059801","Lays Ondas Fh 30gx72","","199.41","Platinum/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300061011","Cheetos Queso Crema 43gx66","4875","209625","Platinum/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300052820","Pep Comun 84grx36","4387","368508","Platinum/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300033488","Pep Comun 40gx60 Pi","2538","101.52","Platinum/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300050336","Cheetos 23grx108","2464","56672","Platinum/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300052023","3d Mega Queso Pc Dts 23grx120","2182","50186","Platinum/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300059431","Lays Jamon Serrano 34gx72","1894","64396","Platinum/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300062045","Lays Provoleta 34gx72x1","1846","62764","Platinum/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300058721","Pep Ramitas Queso 84gx36","1599","134316","Platinum/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300059430","Lays Queso Y Cebolla 34gx72","1012","34408","Platinum/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300062122","Lays Mostaza 34gx72x1","840","28.56","Platinum/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300058740","Pep Ramitas Queso 40gx60","634","25.36","Platinum/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300060354","Lays Ketchup 34gx72x1","-2","-0.068","Platinum/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300060353","Lays Mayonesa 34gx72x1","-14","-0.476","Platinum/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300060190","Doritos Queso 129gx19","10716","1382364","Silver/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300060193","Lays Clasicas 134gx19x1","10119","1355946","Silver/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300052758","Pehuamar Maicitos 125gx16","6424","803","Silver/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300052656","Pehuamar Paliqueso 90gx36","4014","361.26","Silver/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300058397","3d Queso 143gx18x1","3970","567.71","Silver/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300052790","Pehuamar Palisal 90gx36","3894","350.46","Silver/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300060097","Pehuamar Papa Acana 135gx19","3753","506655","Silver/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300060662","Cheetos Queso 140gx18x1","3669","513.66","Silver/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300052667","Pehuamar Acanalada 80gx25","3518","281.44","Silver/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300060196","Pehuamar Papa Lisa 135gx19x1","3495","471825","Silver/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300060198","Pehuamar Papa Lisa 75gx28x1","2748","206.1","Silver/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300060094","Pehuamar Paliqueso 165gx21x1","2302","379.83","Silver/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300060092","Pehuamar Palisal 165gx21x1","","284.79","Silver/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300060194","Lays Clasicas 230gx14x1","","131.33","Silver/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300061022","Mani Pelado 320gx17x1","291","93.12","Silver/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300060199","Tostitos 129gx19","258","33282","Silver/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300054823","Cheetos 151grx18","5","0.755","Silver/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300060191","Doritos Queso 200gx14","","1","Silver/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300052776","Lays Clasicas 249grx14","5","1245","Silver/Salty","Salty"
"DISTRIBUIDORA NORTE S.R.L.","NEA y Litoral","300063098","Twistos Minit Jamon 95gx30x1","2722","258.59","Gold/Crakers","Crakers"
"DISTRIBUIDORA NORTE S.R.L.","NEA y Litoral","300063097","Twistos Minit Queso 95gx30x1","1214","115.33","Gold/Crakers","Crakers"
"DISTRIBUIDORA NORTE S.R.L.","NEA y Litoral","300063264","Twistos Minit Jamon 40gx112x1","298","11.92","Platinum/Crakers","Crakers"
"DISTRIBUIDORA NORTE S.R.L.","NEA y Litoral","300063263","Twistos Minit Queso 40gx112x1","274","10.96","Platinum/Crakers","Crakers"
"DISTRIBUIDORA NORTE S.R.L.","NEA y Litoral","300052696","Twistos Minit Queso 40gx84","5","0.2","Platinum/Crakers","Crakers"
"DISTRIBUIDORA NORTE S.R.L.","NEA y Litoral","300058444","Quaker Avena Instant 18x280g Arg","921","257.88","Silver/Cereals","Cereals"
"DISTRIBUIDORA NORTE S.R.L.","NEA y Litoral","300051955","Quaker Avena Tradic 18x280g","","171.08","Silver/Cereals","Cereals"
"DISTRIBUIDORA NORTE S.R.L.","NEA y Litoral","300052628","Quaker Cereales Honey Graham 9x190g","","17.1","Silver/Cereals","Cereals"
"DISTRIBUIDORA NORTE S.R.L.","NEA y Litoral","300052629","Quaker Cereales Honey Nut Oats 9x190g","58","11.02","Silver/Cereals","Cereals"
"DISTRIBUIDORA NORTE S.R.L.","NEA y Litoral","300060195","Lays Clasicas 85gx25x1","10579","899215"," Gold/Salty","Salty"
"DISTRIBUIDORA NORTE S.R.L.","NEA y Litoral","300060192","Doritos Queso 77gx26","5024","386848"," Gold/Salty","Salty"
"DISTRIBUIDORA NORTE S.R.L.","NEA y Litoral","300063271","Mani sal pelado 75gx64x1","3669","275175"," Gold/Salty","Salty"
"DISTRIBUIDORA NORTE S.R.L.","NEA y Litoral","300062697","Doritos Dinamita Fh 70gx44x1","2692","188.44"," Gold/Salty","Salty"
"DISTRIBUIDORA NORTE S.R.L.","NEA y Litoral","300060664","Cheetos Queso 85gx24x1","2048","174.08"," Gold/Salty","Salty"
"DISTRIBUIDORA NORTE S.R.L.","NEA y Litoral","300060661","3d Queso 85gx27x1","1863","158355"," Gold/Salty","Salty"
"DISTRIBUIDORA NORTE S.R.L.","NEA y Litoral","300059811","Lays Ondas Fh 70gx28","1694","118.58"," Gold/Salty","Salty"
"DISTRIBUIDORA NORTE S.R.L.","NEA y Litoral","300060098","Lays Queso Y Cebolla 77gx28","845","65065"," Gold/Salty","Salty"
"DISTRIBUIDORA NORTE S.R.L.","NEA y Litoral","300060099","Lays Ketchup 77gx28x1","749","57673"," Gold/Salty","Salty"
"DISTRIBUIDORA NORTE S.R.L.","NEA y Litoral","300061010","Cheetos Queso Crema 85gx24","683","58055"," Gold/Salty","Salty"
"DISTRIBUIDORA NORTE S.R.L.","NEA y Litoral","300062584","Lays Provoleta 77gx28x1","682","52514"," Gold/Salty","Salty"
"DISTRIBUIDORA NORTE S.R.L.","NEA y Litoral","300060230","Lays Jamon Serrano 77gx28","487","37499"," Gold/Salty","Salty"
"DISTRIBUIDORA NORTE S.R.L.","NEA y Litoral","300062585","Lays Mostaza 77gx28","417","32109"," Gold/Salty","Salty"
"DISTRIBUIDORA NORTE S.R.L.","NEA y Litoral","300061020","Maniax Japones Sal 95gx40x1","297","28215"," Gold/Salty","Salty"
"DISTRIBUIDORA NORTE S.R.L.","NEA y Litoral","300061021","Maniax Japones Jamon 95gx40x1","285","27075"," Gold/Salty","Salty"
"DISTRIBUIDORA NORTE S.R.L.","NEA y Litoral","300060201","Tostitos 77gx26","172","13244"," Gold/Salty","Salty"
"DISTRIBUIDORA NORTE S.R.L.","NEA y Litoral","300061023","Mani Pelado 135gx40x1","150","20.25"," Gold/Salty","Salty"
"DISTRIBUIDORA NORTE S.R.L.","NEA y Litoral","300059432","Lays Clasicas 40gx68x1","11746","469.84","Platinum/Salty","Salty"
"DISTRIBUIDORA NORTE S.R.L.","NEA y Litoral","300051988","Lays Clasicas 20grx76","8654","173.08","Platinum/Salty","Salty"
"DISTRIBUIDORA NORTE S.R.L.","NEA y Litoral","300059545","Doritos Queso 40gx70x1","7664","306.56","Platinum/Salty","Salty"
"DISTRIBUIDORA NORTE S.R.L.","NEA y Litoral","300059433","Cheetos Queso 43gx70x1","2113","90859","Platinum/Salty","Salty"
"DISTRIBUIDORA NORTE S.R.L.","NEA y Litoral","300058395","3d Queso 43gx75x1","1891","81313","Platinum/Salty","Salty"
"DISTRIBUIDORA NORTE S.R.L.","NEA y Litoral","300062698","Doritos Dinamita Fh 33gx110x1","1233","40689","Platinum/Salty","Salty"
"DISTRIBUIDORA NORTE S.R.L.","NEA y Litoral","300059801","Lays Ondas Fh 30gx72","1136","34.08","Platinum/Salty","Salty"
"DISTRIBUIDORA NORTE S.R.L.","NEA y Litoral","300052023","3d Mega Queso Pc Dts 23grx120","770","17.71","Platinum/Salty","Salty"
"DISTRIBUIDORA NORTE S.R.L.","NEA y Litoral","300061011","Cheetos Queso Crema 43gx66","541","23263","Platinum/Salty","Salty"
"DISTRIBUIDORA NORTE S.R.L.","NEA y Litoral","300062045","Lays Provoleta 34gx72x1","307","10438","Platinum/Salty","Salty"
"DISTRIBUIDORA NORTE S.R.L.","NEA y Litoral","300050336","Cheetos 23grx108","256","5888","Platinum/Salty","Salty"
"DISTRIBUIDORA NORTE S.R.L.","NEA y Litoral","300052820","Pep Comun 84grx36","185","15.54","Platinum/Salty","Salty"
"DISTRIBUIDORA NORTE S.R.L.","NEA y Litoral","300062122","Lays Mostaza 34gx72x1","154","5236","Platinum/Salty","Salty"
"DISTRIBUIDORA NORTE S.R.L.","NEA y Litoral","300058721","Pep Ramitas Queso 84gx36","142","11928","Platinum/Salty","Salty"
"DISTRIBUIDORA NORTE S.R.L.","NEA y Litoral","300052757","Pep Rueditas 74grx36","112","8288","Platinum/Salty","Salty"
"DISTRIBUIDORA NORTE S.R.L.","NEA y Litoral","300059430","Lays Queso Y Cebolla 34gx72","17","0.578","Platinum/Salty","Salty"
"DISTRIBUIDORA NORTE S.R.L.","NEA y Litoral","300060193","Lays Clasicas 134gx19x1","3914","524476"," Silver/Salty","Salty"
"DISTRIBUIDORA NORTE S.R.L.","NEA y Litoral","300052790","Pehuamar Palisal 90gx36","2666","239.94"," Silver/Salty","Salty"
"DISTRIBUIDORA NORTE S.R.L.","NEA y Litoral","300052667","Pehuamar Acanalada 80gx25","1381","110.48"," Silver/Salty","Salty"
"DISTRIBUIDORA NORTE S.R.L.","NEA y Litoral","300060190","Doritos Queso 129gx19","1123","144867"," Silver/Salty","Salty"
"DISTRIBUIDORA NORTE S.R.L.","NEA y Litoral","300060198","Pehuamar Papa Lisa 75gx28x1","984","73.8"," Silver/Salty","Salty"
"DISTRIBUIDORA NORTE S.R.L.","NEA y Litoral","300060194","Lays Clasicas 230gx14x1","579","133.17"," Silver/Salty","Salty"
"DISTRIBUIDORA NORTE S.R.L.","NEA y Litoral","300060662","Cheetos Queso 140gx18x1","234","32.76"," Silver/Salty","Salty"
"DISTRIBUIDORA NORTE S.R.L.","NEA y Litoral","300058397","3d Queso 143gx18x1","63","9009"," Silver/Salty","Salty"
"DISTRIBUIDORA NORTE S.R.L.","NEA y Litoral","300052656","Pehuamar Paliqueso 90gx36","60","5.4"," Silver/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300058444","Quaker Avena Instant 18x280g Arg (18)","1084","303.52","Silver/Cereals","Cereals"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300058445","Quaker Avena Instant 18x500g Arg (18)","788","394","Silver/Cereals","Cereals"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300051955","Quaker Avena Tradic 18x280g (18)","496","138.88","Silver/Cereals","Cereals"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300030737","Quaker Barra Frutilla Con Crema 180gx20 (120)","410","12.3","Silver/Cereals","Cereals"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300051958","Quaker Avena Extra Fina 18x470g (18)","410","192.7","Silver/Cereals","Cereals"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300058446","Quaker Avena Tradic 18x550g Arg (18)","402","221.1","Silver/Cereals","Cereals"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300030736","Quaker Barra Chispas De Choco 156gx20 (120)","180","4.68","Silver/Cereals","Cereals"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300052628","Quaker Cereales Honey Graham 9x190g (9)","164","31.16","Silver/Cereals","Cereals"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300030738","Quaker Barras Mousse De Choco 156gx20 (120)","144","3744","Silver/Cereals","Cereals"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300052629","Quaker Cereales Honey Nut Oats 9x190g (9)","107","20.33","Silver/Cereals","Cereals"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300063098","Twistos Minit Jamon 95gx30x1 (30)","11893","1129835","Gold/Crakers","Crakers"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300063097","Twistos Minit Queso 95gx30x1 (30)","8161","775295","Gold/Crakers","Crakers"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300052867","Twistos Minit Jamon 100gx30 (30)","1272","127.2","Gold/Crakers","Crakers"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300052695","Twistos Minit Queso 100gx30 (30)","308","30.8","Gold/Crakers","Crakers"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300063264","Twistos Minit Jamon 40gx112x1 (112)","15705","628.2","Platinum/Crakers","Crakers"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300052696","Twist0s Minit Queso 40gx84 (84)","","358.88","Platinum/Crakers","Crakers"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300052698","Twistos Minit Jamon 40gx84 (84)","170","6.8","Platinum/Crakers","Crakers"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300052697","Twistos Minit Jamon 155gx20 (20)","1661","257455","Silver/Crakers","Crakers"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300052694","Twistos Minit Queso 155gx20 (20)","960","148.8","Silver/Crakers","Crakers"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300062972","Pehuamar maicitos 265gx10x1 (10)","6065","1607225","Bronze/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300060095","Pehuamar Papa Lisa 485gx9 (9)","5255","2548675","Bronze/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300060096","Pehuamar Acanalada 485x9 (9)","3152","1528.72","Bronze/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300052665","Pehuamar Acanalada 245gx14 (14)","499","122255","Bronze/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300060197","Pehuamar Papa Lisa 230gx14x1 (14)","292","67.16","Bronze/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300060091","Pehuamar Palisal 620gx6x1 (6)","123","76.26","Bronze/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300060093","Pehuamar Paliqueso 620gx6x1 (6)","122","75.64","Bronze/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300060192","Doritos Queso 77gx26 (26)","45560","3508.12","Gold/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300060195","Lays Clasicas 85gx25x1 (25)","37517","3188945","Gold/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300060661","3d Queso 85gx27x1 (27)","","1694.73","Gold/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300062697","Doritos Dinamita Fh 70gx44x1 (44)","18717","1310.19","Gold/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300059811","Lays Ondas Fh 70gx28 (28)","8672","607.04","Gold/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300060664","Cheetos Queso 85gx24x1 (24)","8555","727175","Gold/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300052756","Pep Rueditas 120grx21 (21)","5497","659.64","Gold/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300060098","Lays Queso Y Cebolla 77gx28 (28)","4401","338877","Gold/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300060230","Lays Jamon Serrano 77gx28 (28)","3414","262878","Gold/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300060099","Lays Ketchup 77gx28x1 (28)","3253","250481","Gold/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300062584","Lays Provoleta 77gx28x1 (28)","3173","244321","Gold/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300061010","Cheetos Queso Crema 85gx24 (24)","2892","245.82","Gold/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300062585","Lays Mostaza 77gx28 (28)","2028","156156","Gold/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300061030","Mani Sal Con Piel 75gx64x1 (64)","1950","146.25","Gold/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300061021","Maniax Japones Jamon 95gx40x1 (40)","1905","180975","Gold/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300052622","Mani Pelado 85gx58 (58)","3284940","159035","Gold/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300061023","Mani Pelado 135gx40x1 (40)","1742","235.17","Gold/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300061020","Maniax Japones Sal 95gx40x1 (40)","3284940","158.84","Gold/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300060201","Tostitos 77gx26 (26)","3284940","115192","Gold/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300058720","Pep Ramitas Queso 120gx21 (21)","1266","151.92","Gold/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300052821","Pep Comun 120grx21 (21)","640","76.8","Gold/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300052643","Mani Con Piel 150gx30 (30)","629","94.35","Gold/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300053043","Maniax Aji Y Limon 110gx56 (56)","204","22.44","Gold/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300052892","Cheetos Queso 94x24 (24)","72","6768","Gold/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300060869","Maniax Sal Y Limon 95gx60x1 (60)","66","6.27","Gold/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300059753","Doritos Dinamita Fh 70gx64x1 Ex Arg (64)","3","0.21","Gold/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300047036","Maniax Mani Japones Sal 110gx36 (36)","2","0.22","Gold/Salty","Salty"
